gasto_id,fecha_id,sucursal_id,tipo_gasto,monto,descripcion
1050,1090,5,Personal,1628.33,Personal - Sucursal 2
1051,371,7,Seguros,787.48,Seguros - Sucursal 1
1052,704,2,Marketing,1368.87,Marketing - Sucursal 4
1053,436,7,Mantenimiento,161.66,Mantenimiento - Sucursal 6
1054,928,7,Marketing,1280.88,Marketing - Sucursal 8
1055,786,3,Combustible,186.81,Combustible - Sucursal 1
1056,587,7,Personal,2797.7,Personal - Sucursal 1
1057,949,8,Mantenimiento,465.14,Mantenimiento - Sucursal 8
1058,731,7,Personal,2530.89,Personal - Sucursal 5
1059,919,6,Marketing,1207.01,Marketing - Sucursal 7
1060,910,1,Mantenimiento,155.88,Mantenimiento - Sucursal 7
1061,758,5,Seguros,995.93,Seguros - Sucursal 7
1062,885,5,Alquiler Local,2312.09,Alquiler Local - Sucursal 5
1063,648,2,Alquiler Local,2452.21,Alquiler Local - Sucursal 6
1064,117,1,Alquiler Local,1504.18,Alquiler Local - Sucursal 8
1065,1024,6,Seguros,1036.01,Seguros - Sucursal 4
1066,1093,4,Alquiler Local,1894.65,Alquiler Local - Sucursal 6
1067,658,8,Seguros,1011.77,Seguros - Sucursal 7
1068,254,1,Seguros,536.92,Seguros - Sucursal 8
1069,837,4,Personal,2669.31,Personal - Sucursal 7
1070,73,6,Combustible,148.0,Combustible - Sucursal 8
1071,604,4,Combustible,405.42,Combustible - Sucursal 5
1072,238,5,Seguros,577.75,Seguros - Sucursal 4
1073,851,7,Personal,2208.9,Personal - Sucursal 2
1074,913,3,Alquiler Local,2481.36,Alquiler Local - Sucursal 3
1075,988,7,Marketing,544.12,Marketing - Sucursal 3
1076,976,4,Seguros,513.73,Seguros - Sucursal 2
1077,236,6,Seguros,366.3,Seguros - Sucursal 1
1078,165,5,Personal,1863.29,Personal - Sucursal 5
1079,780,8,Seguros,1160.43,Seguros - Sucursal 6
1080,69,5,Personal,1805.45,Personal - Sucursal 5
1081,249,3,Mantenimiento,401.76,Mantenimiento - Sucursal 6
1082,831,2,Mantenimiento,269.97,Mantenimiento - Sucursal 5
1083,587,3,Alquiler Local,1503.99,Alquiler Local - Sucursal 5
1084,57,5,Alquiler Local,915.86,Alquiler Local - Sucursal 2
1085,417,8,Personal,2866.69,Personal - Sucursal 1
1086,741,6,Mantenimiento,167.68,Mantenimiento - Sucursal 6
1087,682,5,Mantenimiento,314.6,Mantenimiento - Sucursal 5
1088,687,3,Marketing,742.15,Marketing - Sucursal 6
1089,593,3,Combustible,473.1,Combustible - Sucursal 5
1090,413,3,Marketing,1278.3,Marketing - Sucursal 3
1091,962,5,Combustible,253.08,Combustible - Sucursal 7
1092,910,6,Alquiler Local,1243.17,Alquiler Local - Sucursal 1
1093,751,5,Personal,2569.11,Personal - Sucursal 2
1094,712,8,Marketing,276.08,Marketing - Sucursal 6
1095,715,6,Combustible,642.1,Combustible - Sucursal 7
1096,256,3,Marketing,391.77,Marketing - Sucursal 1
1097,718,2,Mantenimiento,468.59,Mantenimiento - Sucursal 2
1098,746,4,Marketing,578.83,Marketing - Sucursal 7
1099,607,7,Mantenimiento,139.33,Mantenimiento - Sucursal 8
1100,922,5,Marketing,1374.43,Marketing - Sucursal 2
1101,538,7,Combustible,671.25,Combustible - Sucursal 6
1102,667,2,Combustible,283.25,Combustible - Sucursal 2
1103,352,3,Personal,1714.42,Personal - Sucursal 1
1104,760,1,Combustible,339.4,Combustible - Sucursal 3
1105,149,8,Personal,2944.71,Personal - Sucursal 6
1106,27,4,Alquiler Local,1894.79,Alquiler Local - Sucursal 4
1107,357,7,Alquiler Local,1561.75,Alquiler Local - Sucursal 5
1108,770,3,Alquiler Local,1689.35,Alquiler Local - Sucursal 8
1109,1033,5,Mantenimiento,462.53,Mantenimiento - Sucursal 1
1110,703,5,Marketing,1563.18,Marketing - Sucursal 3
1111,964,3,Personal,1693.58,Personal - Sucursal 8
1112,1091,7,Mantenimiento,132.62,Mantenimiento - Sucursal 5
1113,471,2,Combustible,179.14,Combustible - Sucursal 7
1114,592,6,Mantenimiento,386.99,Mantenimiento - Sucursal 4
1115,900,5,Seguros,964.63,Seguros - Sucursal 8
1116,1028,3,Mantenimiento,193.94,Mantenimiento - Sucursal 6
1117,382,7,Marketing,1786.58,Marketing - Sucursal 5
1118,186,7,Seguros,428.86,Seguros - Sucursal 5
1119,751,4,Mantenimiento,177.42,Mantenimiento - Sucursal 8
1120,1081,7,Personal,1838.45,Personal - Sucursal 1
1121,517,1,Personal,1551.89,Personal - Sucursal 3
1122,553,6,Marketing,326.21,Marketing - Sucursal 8
1123,769,5,Seguros,823.62,Seguros - Sucursal 8
1124,209,5,Mantenimiento,328.89,Mantenimiento - Sucursal 2
1125,187,5,Mantenimiento,64.0,Mantenimiento - Sucursal 6
1126,822,2,Mantenimiento,244.97,Mantenimiento - Sucursal 6
1127,213,7,Mantenimiento,274.13,Mantenimiento - Sucursal 1
1128,224,5,Seguros,1167.78,Seguros - Sucursal 5
1129,1053,3,Combustible,304.21,Combustible - Sucursal 3
1130,965,8,Mantenimiento,119.1,Mantenimiento - Sucursal 6
1131,209,1,Marketing,680.49,Marketing - Sucursal 4
1132,316,3,Marketing,1143.02,Marketing - Sucursal 8
1133,247,7,Marketing,1767.85,Marketing - Sucursal 5
1134,362,2,Alquiler Local,917.18,Alquiler Local - Sucursal 3
1135,1085,6,Seguros,763.65,Seguros - Sucursal 8
1136,466,2,Mantenimiento,223.46,Mantenimiento - Sucursal 1
1137,84,4,Personal,1529.27,Personal - Sucursal 4
1138,1000,1,Seguros,806.86,Seguros - Sucursal 4
1139,765,6,Marketing,1569.96,Marketing - Sucursal 8
1140,477,7,Combustible,656.18,Combustible - Sucursal 5
1141,139,4,Seguros,435.35,Seguros - Sucursal 8
1142,647,7,Combustible,146.4,Combustible - Sucursal 8
1143,71,5,Mantenimiento,491.66,Mantenimiento - Sucursal 1
1144,956,2,Alquiler Local,1491.29,Alquiler Local - Sucursal 8
1145,628,7,Combustible,258.21,Combustible - Sucursal 5
1146,5,4,Personal,2253.17,Personal - Sucursal 7
1147,294,4,Seguros,718.2,Seguros - Sucursal 1
1148,222,6,Mantenimiento,457.89,Mantenimiento - Sucursal 5
1149,26,7,Alquiler Local,2362.88,Alquiler Local - Sucursal 1
1150,1050,3,Mantenimiento,203.23,Mantenimiento - Sucursal 8
1151,34,7,Personal,1773.68,Personal - Sucursal 8
1152,1025,8,Seguros,1052.1,Seguros - Sucursal 5
1153,110,1,Combustible,705.12,Combustible - Sucursal 7
1154,731,3,Marketing,972.42,Marketing - Sucursal 1
1155,370,1,Alquiler Local,1340.54,Alquiler Local - Sucursal 2
1156,842,6,Seguros,580.53,Seguros - Sucursal 8
1157,447,4,Seguros,827.49,Seguros - Sucursal 5
1158,241,4,Mantenimiento,153.48,Mantenimiento - Sucursal 2
1159,568,6,Marketing,247.38,Marketing - Sucursal 7
1160,669,5,Combustible,165.73,Combustible - Sucursal 1
1161,1034,1,Mantenimiento,392.07,Mantenimiento - Sucursal 6
1162,1033,3,Personal,2267.79,Personal - Sucursal 8
1163,168,2,Personal,1813.93,Personal - Sucursal 6
1164,1011,8,Alquiler Local,2223.88,Alquiler Local - Sucursal 6
1165,605,2,Mantenimiento,120.86,Mantenimiento - Sucursal 8
1166,542,4,Seguros,1181.62,Seguros - Sucursal 4
1167,366,2,Seguros,1078.22,Seguros - Sucursal 1
1168,230,3,Marketing,1473.11,Marketing - Sucursal 3
1169,26,7,Marketing,1504.87,Marketing - Sucursal 5
1170,633,2,Marketing,529.29,Marketing - Sucursal 7
1171,65,3,Combustible,417.0,Combustible - Sucursal 2
1172,999,6,Mantenimiento,226.32,Mantenimiento - Sucursal 1
1173,364,5,Personal,1720.41,Personal - Sucursal 7
1174,854,3,Mantenimiento,257.91,Mantenimiento - Sucursal 7
1175,921,5,Personal,2722.93,Personal - Sucursal 3
1176,248,3,Seguros,610.26,Seguros - Sucursal 6
1177,502,4,Personal,2378.77,Personal - Sucursal 2
1178,102,1,Mantenimiento,159.25,Mantenimiento - Sucursal 3
1179,757,2,Mantenimiento,452.09,Mantenimiento - Sucursal 1
1180,910,7,Seguros,1193.66,Seguros - Sucursal 4
1181,509,7,Combustible,160.69,Combustible - Sucursal 1
1182,209,7,Seguros,414.52,Seguros - Sucursal 2
1183,663,8,Alquiler Local,970.82,Alquiler Local - Sucursal 7
1184,311,8,Personal,1954.57,Personal - Sucursal 6
1185,167,1,Seguros,1170.02,Seguros - Sucursal 2
1186,1059,6,Marketing,1595.79,Marketing - Sucursal 1
1187,426,2,Seguros,1159.76,Seguros - Sucursal 1
1188,915,4,Combustible,210.58,Combustible - Sucursal 2
1189,33,8,Alquiler Local,1286.43,Alquiler Local - Sucursal 6
1190,770,4,Marketing,1682.64,Marketing - Sucursal 5
1191,39,4,Mantenimiento,57.61,Mantenimiento - Sucursal 5
1192,545,5,Mantenimiento,456.62,Mantenimiento - Sucursal 5
1193,537,8,Seguros,780.35,Seguros - Sucursal 4
1194,1057,8,Mantenimiento,305.36,Mantenimiento - Sucursal 6
1195,706,7,Personal,1798.3,Personal - Sucursal 3
1196,153,8,Personal,2171.96,Personal - Sucursal 6
1197,449,6,Seguros,729.07,Seguros - Sucursal 4
1198,177,2,Seguros,435.87,Seguros - Sucursal 6
1199,192,4,Seguros,875.53,Seguros - Sucursal 1
1200,624,7,Personal,2759.9,Personal - Sucursal 7
1201,669,6,Marketing,1288.91,Marketing - Sucursal 7
1202,763,2,Personal,2269.62,Personal - Sucursal 5
1203,1055,7,Personal,1919.86,Personal - Sucursal 7
1204,232,1,Mantenimiento,325.03,Mantenimiento - Sucursal 3
1205,643,8,Combustible,610.38,Combustible - Sucursal 3
1206,669,6,Personal,2419.05,Personal - Sucursal 4
1207,29,6,Personal,2558.79,Personal - Sucursal 4
1208,1049,6,Alquiler Local,1864.1,Alquiler Local - Sucursal 8
1209,577,4,Mantenimiento,491.2,Mantenimiento - Sucursal 1
1210,430,6,Seguros,421.42,Seguros - Sucursal 5
1211,1066,2,Marketing,318.98,Marketing - Sucursal 2
1212,274,3,Marketing,1017.71,Marketing - Sucursal 2
1213,3,1,Alquiler Local,2143.85,Alquiler Local - Sucursal 1
1214,115,4,Seguros,935.17,Seguros - Sucursal 8
1215,47,8,Alquiler Local,1220.63,Alquiler Local - Sucursal 2
1216,138,3,Mantenimiento,172.56,Mantenimiento - Sucursal 6
1217,431,8,Seguros,512.91,Seguros - Sucursal 5
1218,749,7,Alquiler Local,2039.2,Alquiler Local - Sucursal 3
1219,662,6,Personal,2242.25,Personal - Sucursal 3
1220,387,5,Personal,1557.61,Personal - Sucursal 4
1221,457,1,Alquiler Local,1250.01,Alquiler Local - Sucursal 3
1222,81,4,Marketing,636.44,Marketing - Sucursal 1
1223,293,8,Marketing,1564.2,Marketing - Sucursal 4
1224,199,1,Marketing,1002.58,Marketing - Sucursal 3
1225,597,4,Personal,1937.7,Personal - Sucursal 8
1226,1017,5,Mantenimiento,256.35,Mantenimiento - Sucursal 5
1227,62,5,Personal,2499.72,Personal - Sucursal 5
1228,406,8,Marketing,683.92,Marketing - Sucursal 2
1229,456,8,Mantenimiento,429.95,Mantenimiento - Sucursal 6
1230,169,3,Seguros,1116.81,Seguros - Sucursal 3
1231,421,6,Mantenimiento,262.02,Mantenimiento - Sucursal 4
1232,751,2,Marketing,1755.41,Marketing - Sucursal 2
1233,681,8,Alquiler Local,1505.45,Alquiler Local - Sucursal 3
1234,244,1,Alquiler Local,883.6,Alquiler Local - Sucursal 7
1235,647,6,Marketing,1892.18,Marketing - Sucursal 2
1236,841,7,Personal,2573.55,Personal - Sucursal 3
1237,115,5,Personal,2229.4,Personal - Sucursal 1
1238,627,6,Seguros,661.58,Seguros - Sucursal 8
1239,150,6,Marketing,1345.82,Marketing - Sucursal 8
1240,78,7,Alquiler Local,830.61,Alquiler Local - Sucursal 4
1241,527,2,Marketing,379.61,Marketing - Sucursal 3
1242,503,2,Alquiler Local,2451.14,Alquiler Local - Sucursal 3
1243,696,2,Personal,1858.57,Personal - Sucursal 3
1244,447,6,Seguros,778.19,Seguros - Sucursal 4
1245,699,8,Mantenimiento,301.22,Mantenimiento - Sucursal 8
1246,680,5,Marketing,329.86,Marketing - Sucursal 8
1247,258,5,Personal,2255.29,Personal - Sucursal 5
1248,71,8,Personal,2037.85,Personal - Sucursal 3
1249,161,8,Personal,2671.77,Personal - Sucursal 6
1250,87,2,Mantenimiento,164.06,Mantenimiento - Sucursal 3
1251,616,8,Combustible,134.7,Combustible - Sucursal 4
1252,527,3,Seguros,1040.55,Seguros - Sucursal 1
1253,1008,8,Marketing,318.3,Marketing - Sucursal 6
1254,950,4,Personal,2076.13,Personal - Sucursal 1
1255,700,4,Personal,1833.91,Personal - Sucursal 4
1256,168,6,Alquiler Local,1027.96,Alquiler Local - Sucursal 8
1257,1039,5,Mantenimiento,133.09,Mantenimiento - Sucursal 2
1258,205,3,Marketing,1590.57,Marketing - Sucursal 7
1259,511,4,Mantenimiento,103.8,Mantenimiento - Sucursal 8
1260,294,1,Personal,2369.94,Personal - Sucursal 2
1261,525,1,Alquiler Local,833.2,Alquiler Local - Sucursal 5
1262,521,6,Personal,1580.64,Personal - Sucursal 8
1263,276,4,Alquiler Local,1937.33,Alquiler Local - Sucursal 3
1264,325,7,Personal,2758.48,Personal - Sucursal 1
1265,490,2,Combustible,144.94,Combustible - Sucursal 1
1266,582,6,Combustible,133.0,Combustible - Sucursal 1
1267,338,8,Personal,2061.72,Personal - Sucursal 5
1268,767,6,Alquiler Local,1870.57,Alquiler Local - Sucursal 4
1269,245,1,Alquiler Local,1329.78,Alquiler Local - Sucursal 4
1270,198,4,Mantenimiento,104.16,Mantenimiento - Sucursal 6
1271,308,3,Seguros,826.49,Seguros - Sucursal 8
1272,705,8,Seguros,359.35,Seguros - Sucursal 7
1273,413,6,Combustible,391.67,Combustible - Sucursal 5
1274,16,4,Seguros,1107.07,Seguros - Sucursal 7
1275,867,3,Personal,1944.32,Personal - Sucursal 4
1276,937,2,Mantenimiento,134.25,Mantenimiento - Sucursal 5
1277,78,3,Personal,1660.68,Personal - Sucursal 3
1278,353,6,Marketing,833.4,Marketing - Sucursal 2
1279,975,4,Personal,2369.71,Personal - Sucursal 5
1280,557,4,Marketing,813.07,Marketing - Sucursal 2
1281,690,7,Combustible,454.28,Combustible - Sucursal 2
1282,984,2,Alquiler Local,2026.7,Alquiler Local - Sucursal 3
1283,478,4,Marketing,668.31,Marketing - Sucursal 3
1284,578,6,Combustible,760.86,Combustible - Sucursal 3
1285,950,2,Seguros,660.78,Seguros - Sucursal 6
1286,833,2,Combustible,492.25,Combustible - Sucursal 2
1287,382,2,Combustible,343.09,Combustible - Sucursal 8
1288,464,1,Alquiler Local,900.49,Alquiler Local - Sucursal 6
1289,719,5,Marketing,651.98,Marketing - Sucursal 1
1290,767,2,Alquiler Local,1288.87,Alquiler Local - Sucursal 3
1291,616,5,Marketing,1195.4,Marketing - Sucursal 6
1292,102,4,Marketing,465.2,Marketing - Sucursal 5
1293,624,1,Mantenimiento,424.36,Mantenimiento - Sucursal 2
1294,635,8,Mantenimiento,332.77,Mantenimiento - Sucursal 7
1295,527,6,Personal,2830.97,Personal - Sucursal 7
1296,1049,2,Combustible,623.82,Combustible - Sucursal 1
1297,52,5,Marketing,711.28,Marketing - Sucursal 8
1298,395,3,Combustible,506.84,Combustible - Sucursal 4
1299,674,4,Combustible,192.55,Combustible - Sucursal 8
1300,646,1,Mantenimiento,147.94,Mantenimiento - Sucursal 8
1301,1002,1,Alquiler Local,1891.46,Alquiler Local - Sucursal 2
1302,237,8,Mantenimiento,307.26,Mantenimiento - Sucursal 7
1303,493,8,Personal,2528.74,Personal - Sucursal 3
1304,194,1,Seguros,308.67,Seguros - Sucursal 2
1305,392,7,Combustible,315.85,Combustible - Sucursal 6
1306,334,8,Mantenimiento,157.97,Mantenimiento - Sucursal 4
1307,633,5,Marketing,1269.43,Marketing - Sucursal 7
1308,424,5,Seguros,538.07,Seguros - Sucursal 5
1309,971,1,Combustible,602.95,Combustible - Sucursal 5
1310,21,1,Combustible,719.32,Combustible - Sucursal 6
1311,775,4,Alquiler Local,1385.18,Alquiler Local - Sucursal 7
1312,837,7,Marketing,353.15,Marketing - Sucursal 5
1313,565,4,Marketing,855.3,Marketing - Sucursal 7
1314,996,2,Seguros,1065.32,Seguros - Sucursal 1
1315,253,8,Alquiler Local,1615.67,Alquiler Local - Sucursal 8
1316,203,3,Mantenimiento,85.65,Mantenimiento - Sucursal 4
1317,854,7,Marketing,1434.65,Marketing - Sucursal 6
1318,368,4,Combustible,504.28,Combustible - Sucursal 8
1319,384,8,Mantenimiento,315.92,Mantenimiento - Sucursal 7
1320,967,5,Combustible,425.33,Combustible - Sucursal 2
1321,512,2,Seguros,437.82,Seguros - Sucursal 6
1322,462,4,Alquiler Local,979.91,Alquiler Local - Sucursal 5
1323,455,8,Combustible,314.61,Combustible - Sucursal 1
1324,537,7,Seguros,336.73,Seguros - Sucursal 5
1325,1090,1,Seguros,385.73,Seguros - Sucursal 2
1326,785,5,Marketing,1923.76,Marketing - Sucursal 4
1327,200,2,Combustible,599.82,Combustible - Sucursal 3
1328,124,2,Mantenimiento,143.13,Mantenimiento - Sucursal 1
1329,908,5,Alquiler Local,1630.97,Alquiler Local - Sucursal 7
1330,105,4,Combustible,599.78,Combustible - Sucursal 1
1331,717,7,Alquiler Local,1888.8,Alquiler Local - Sucursal 2
1332,85,5,Mantenimiento,148.72,Mantenimiento - Sucursal 1
1333,1000,5,Alquiler Local,1047.5,Alquiler Local - Sucursal 2
1334,743,6,Alquiler Local,1273.8,Alquiler Local - Sucursal 5
1335,693,6,Alquiler Local,1674.88,Alquiler Local - Sucursal 8
1336,333,6,Alquiler Local,1854.24,Alquiler Local - Sucursal 7
1337,397,1,Alquiler Local,1956.18,Alquiler Local - Sucursal 5
1338,789,2,Seguros,822.49,Seguros - Sucursal 1
1339,59,6,Personal,2698.34,Personal - Sucursal 4
1340,629,1,Seguros,343.24,Seguros - Sucursal 6
1341,937,5,Combustible,589.53,Combustible - Sucursal 2
1342,61,4,Marketing,1114.21,Marketing - Sucursal 1
1343,555,8,Personal,2587.43,Personal - Sucursal 7
1344,191,2,Marketing,1716.57,Marketing - Sucursal 4
1345,1059,4,Personal,2961.2,Personal - Sucursal 4
1346,874,2,Personal,2905.03,Personal - Sucursal 7
1347,121,1,Alquiler Local,2070.88,Alquiler Local - Sucursal 8
1348,162,8,Seguros,970.88,Seguros - Sucursal 8
1349,1045,1,Seguros,605.03,Seguros - Sucursal 3
1350,1078,4,Seguros,394.13,Seguros - Sucursal 5
1351,70,4,Personal,2495.97,Personal - Sucursal 1
1352,754,2,Alquiler Local,1786.59,Alquiler Local - Sucursal 4
1353,229,2,Mantenimiento,466.53,Mantenimiento - Sucursal 8
1354,457,2,Alquiler Local,1821.31,Alquiler Local - Sucursal 2
1355,30,1,Mantenimiento,151.94,Mantenimiento - Sucursal 3
1356,412,6,Alquiler Local,1606.6,Alquiler Local - Sucursal 8
1357,917,7,Mantenimiento,99.87,Mantenimiento - Sucursal 4
1358,972,7,Mantenimiento,464.85,Mantenimiento - Sucursal 2
1359,126,7,Personal,2284.62,Personal - Sucursal 1
1360,622,3,Mantenimiento,274.6,Mantenimiento - Sucursal 1
1361,266,2,Seguros,1049.65,Seguros - Sucursal 5
1362,652,7,Marketing,367.02,Marketing - Sucursal 3
1363,618,1,Marketing,679.43,Marketing - Sucursal 8
1364,650,5,Combustible,131.18,Combustible - Sucursal 1
1365,1038,1,Mantenimiento,163.75,Mantenimiento - Sucursal 2
1366,676,1,Personal,2507.61,Personal - Sucursal 4
1367,682,1,Alquiler Local,1364.73,Alquiler Local - Sucursal 6
1368,118,2,Combustible,131.25,Combustible - Sucursal 6
1369,703,2,Marketing,1399.93,Marketing - Sucursal 5
1370,405,5,Combustible,133.16,Combustible - Sucursal 8
1371,594,8,Combustible,678.76,Combustible - Sucursal 8
1372,828,4,Alquiler Local,1272.0,Alquiler Local - Sucursal 8
1373,304,3,Alquiler Local,2293.39,Alquiler Local - Sucursal 8
1374,172,8,Marketing,774.28,Marketing - Sucursal 8
1375,82,5,Alquiler Local,1208.64,Alquiler Local - Sucursal 4
1376,690,4,Mantenimiento,486.52,Mantenimiento - Sucursal 2
1377,277,4,Mantenimiento,164.13,Mantenimiento - Sucursal 4
1378,438,4,Mantenimiento,261.93,Mantenimiento - Sucursal 7
1379,259,6,Seguros,564.76,Seguros - Sucursal 6
1380,115,7,Mantenimiento,192.58,Mantenimiento - Sucursal 4
1381,976,8,Personal,2697.41,Personal - Sucursal 4
1382,404,4,Mantenimiento,297.31,Mantenimiento - Sucursal 3
1383,458,5,Combustible,157.3,Combustible - Sucursal 1
1384,870,5,Personal,2341.42,Personal - Sucursal 3
1385,185,8,Marketing,1387.01,Marketing - Sucursal 1
1386,941,6,Seguros,772.39,Seguros - Sucursal 8
1387,1011,8,Alquiler Local,2195.67,Alquiler Local - Sucursal 5
1388,14,7,Marketing,895.6,Marketing - Sucursal 1
1389,165,1,Seguros,829.26,Seguros - Sucursal 1
1390,726,6,Combustible,513.29,Combustible - Sucursal 1
1391,223,6,Combustible,161.19,Combustible - Sucursal 4
1392,982,7,Personal,2557.87,Personal - Sucursal 1
1393,553,8,Personal,1959.45,Personal - Sucursal 1
1394,359,5,Mantenimiento,167.88,Mantenimiento - Sucursal 6
1395,816,8,Alquiler Local,921.17,Alquiler Local - Sucursal 8
1396,912,3,Personal,2292.3,Personal - Sucursal 1
1397,111,2,Mantenimiento,421.64,Mantenimiento - Sucursal 6
1398,75,8,Marketing,978.75,Marketing - Sucursal 8
1399,740,6,Combustible,283.35,Combustible - Sucursal 4
1400,180,2,Combustible,583.54,Combustible - Sucursal 7
1401,582,8,Combustible,664.17,Combustible - Sucursal 1
1402,974,3,Marketing,212.92,Marketing - Sucursal 5
1403,1023,5,Seguros,604.89,Seguros - Sucursal 2
1404,546,6,Combustible,378.4,Combustible - Sucursal 4
1405,412,5,Alquiler Local,1340.51,Alquiler Local - Sucursal 3
1406,82,6,Alquiler Local,1444.55,Alquiler Local - Sucursal 4
1407,751,4,Seguros,515.25,Seguros - Sucursal 2
1408,408,8,Seguros,930.36,Seguros - Sucursal 2
1409,317,8,Alquiler Local,1398.6,Alquiler Local - Sucursal 2
1410,618,8,Seguros,367.57,Seguros - Sucursal 4
1411,432,7,Marketing,748.63,Marketing - Sucursal 7
1412,638,3,Marketing,1478.34,Marketing - Sucursal 4
1413,135,8,Personal,1862.47,Personal - Sucursal 7
1414,161,5,Seguros,379.91,Seguros - Sucursal 5
1415,885,5,Alquiler Local,2136.12,Alquiler Local - Sucursal 5
1416,936,1,Marketing,1971.54,Marketing - Sucursal 8
1417,228,6,Marketing,502.04,Marketing - Sucursal 1
1418,380,1,Combustible,255.47,Combustible - Sucursal 7
1419,56,3,Marketing,890.95,Marketing - Sucursal 8
1420,1020,7,Personal,2707.48,Personal - Sucursal 2
1421,1070,2,Marketing,1288.58,Marketing - Sucursal 3
1422,92,4,Combustible,162.33,Combustible - Sucursal 1
1423,891,8,Alquiler Local,1970.52,Alquiler Local - Sucursal 3
1424,845,3,Alquiler Local,869.9,Alquiler Local - Sucursal 2
1425,192,7,Combustible,491.6,Combustible - Sucursal 2
1426,134,5,Mantenimiento,107.24,Mantenimiento - Sucursal 6
1427,26,6,Seguros,1116.52,Seguros - Sucursal 2
1428,351,3,Seguros,548.04,Seguros - Sucursal 3
1429,751,6,Mantenimiento,171.57,Mantenimiento - Sucursal 5
1430,727,4,Seguros,403.74,Seguros - Sucursal 2
1431,991,1,Seguros,711.74,Seguros - Sucursal 6
1432,48,6,Combustible,559.4,Combustible - Sucursal 7
1433,706,1,Marketing,335.99,Marketing - Sucursal 5
1434,561,8,Alquiler Local,1423.55,Alquiler Local - Sucursal 6
1435,268,3,Mantenimiento,187.45,Mantenimiento - Sucursal 1
1436,361,1,Personal,1650.66,Personal - Sucursal 8
1437,862,2,Seguros,586.99,Seguros - Sucursal 7
1438,937,8,Personal,2118.63,Personal - Sucursal 2
1439,341,1,Personal,2909.37,Personal - Sucursal 8
1440,380,6,Seguros,325.75,Seguros - Sucursal 6
1441,510,3,Seguros,752.15,Seguros - Sucursal 4
1442,255,7,Combustible,337.36,Combustible - Sucursal 1
1443,10,4,Mantenimiento,309.87,Mantenimiento - Sucursal 4
1444,187,8,Personal,2553.99,Personal - Sucursal 7
1445,178,7,Alquiler Local,1447.19,Alquiler Local - Sucursal 4
1446,420,1,Marketing,449.81,Marketing - Sucursal 8
1447,237,5,Combustible,185.24,Combustible - Sucursal 6
1448,1049,1,Marketing,1479.35,Marketing - Sucursal 8
1449,136,3,Personal,2622.34,Personal - Sucursal 7
1450,828,4,Mantenimiento,130.31,Mantenimiento - Sucursal 4
1451,534,4,Personal,2060.69,Personal - Sucursal 7
1452,877,4,Alquiler Local,1557.25,Alquiler Local - Sucursal 6
1453,271,7,Alquiler Local,2214.19,Alquiler Local - Sucursal 3
1454,868,2,Alquiler Local,880.39,Alquiler Local - Sucursal 5
1455,307,4,Mantenimiento,300.41,Mantenimiento - Sucursal 5
1456,136,2,Mantenimiento,333.74,Mantenimiento - Sucursal 7
1457,342,5,Seguros,1091.11,Seguros - Sucursal 3
1458,992,7,Marketing,288.47,Marketing - Sucursal 4
1459,194,2,Combustible,413.75,Combustible - Sucursal 1
1460,1026,3,Personal,2722.49,Personal - Sucursal 1
1461,1044,5,Alquiler Local,1830.32,Alquiler Local - Sucursal 2
1462,164,1,Combustible,426.78,Combustible - Sucursal 3
1463,683,2,Seguros,561.3,Seguros - Sucursal 2
1464,495,2,Alquiler Local,1192.15,Alquiler Local - Sucursal 7
1465,538,7,Combustible,421.16,Combustible - Sucursal 3
1466,917,8,Alquiler Local,2052.56,Alquiler Local - Sucursal 1
1467,182,3,Combustible,631.28,Combustible - Sucursal 5
1468,71,7,Seguros,819.95,Seguros - Sucursal 8
1469,423,4,Alquiler Local,2006.85,Alquiler Local - Sucursal 7
1470,47,2,Personal,2580.81,Personal - Sucursal 7
1471,617,7,Marketing,990.5,Marketing - Sucursal 8
1472,777,6,Marketing,1389.62,Marketing - Sucursal 1
1473,889,3,Seguros,389.33,Seguros - Sucursal 7
1474,567,2,Mantenimiento,354.83,Mantenimiento - Sucursal 6
1475,511,1,Personal,2559.85,Personal - Sucursal 3
1476,145,8,Personal,2003.12,Personal - Sucursal 6
1477,565,3,Mantenimiento,326.35,Mantenimiento - Sucursal 3
1478,7,6,Mantenimiento,200.34,Mantenimiento - Sucursal 8
1479,550,6,Marketing,1615.45,Marketing - Sucursal 6
1480,774,2,Mantenimiento,357.52,Mantenimiento - Sucursal 2
1481,283,6,Combustible,486.6,Combustible - Sucursal 5
1482,940,8,Mantenimiento,200.14,Mantenimiento - Sucursal 1
1483,818,1,Marketing,782.82,Marketing - Sucursal 2
1484,1043,3,Marketing,766.69,Marketing - Sucursal 8
1485,1000,5,Mantenimiento,210.0,Mantenimiento - Sucursal 4
1486,746,7,Personal,2852.95,Personal - Sucursal 6
1487,596,5,Seguros,1140.74,Seguros - Sucursal 8
1488,529,2,Marketing,797.18,Marketing - Sucursal 4
1489,775,1,Seguros,911.45,Seguros - Sucursal 5
1490,468,6,Combustible,684.85,Combustible - Sucursal 3
1491,120,6,Combustible,203.85,Combustible - Sucursal 7
1492,204,6,Mantenimiento,362.74,Mantenimiento - Sucursal 3
1493,926,4,Alquiler Local,1044.68,Alquiler Local - Sucursal 3
1494,820,5,Mantenimiento,115.15,Mantenimiento - Sucursal 1
1495,847,6,Alquiler Local,2389.63,Alquiler Local - Sucursal 6
