alquiler_id,fecha_id,sucursal_id,vehiculo_id,cliente_id,empleado_id,dias_alquiler,precio_total,descuento,seguro_contratado
2409,69,4,183,322,48,13,1222.59,63.21,1
2410,233,8,129,76,25,1,20.41,1.28,1
2411,963,7,57,785,21,10,818.67,13.23,0
2412,30,7,167,31,57,3,237.85,26.22,0
2413,486,1,187,396,38,14,180.55,7.67,1
2414,760,6,166,831,44,1,46.99,4.09,0
2415,878,1,256,511,63,4,108.23,12.47,1
2416,840,4,32,270,87,11,141.04,17.42,0
2417,501,7,194,739,85,3,258.65,38.14,0
2418,377,3,32,578,57,1,43.67,2.45,1
2419,77,7,237,25,93,2,88.48,0.89,1
2420,428,5,159,627,5,1,20.56,1.41,1
2421,152,4,122,774,88,7,91.66,11.24,0
2422,301,2,2,871,44,7,311.72,10.49,1
2423,87,1,65,906,19,3,87.59,6.71,1
2424,111,6,147,636,72,5,218.18,10.61,1
2425,397,3,82,710,85,3,98.98,7.7,0
2426,109,5,133,426,91,7,208.32,13.1,1
2427,27,7,10,663,55,5,199.29,26.49,1
2428,702,3,186,473,28,12,252.25,17.14,1
2429,535,1,227,4,90,8,733.67,76.93,1
2430,109,7,45,146,79,8,276.43,21.31,1
2431,1070,1,70,525,19,5,172.41,23.11,0
2432,3,6,101,887,64,2,68.25,0.76,1
2433,815,1,104,77,89,7,343.81,43.29,1
2434,754,2,74,478,75,8,332.57,26.13,0
2435,740,4,192,689,88,3,76.7,3.11,1
2436,536,1,268,451,1,10,260.39,36.36,0
2437,820,8,53,376,22,12,241.39,1.43,1
2438,585,1,146,232,29,1,79.08,5.04,1
2439,311,5,212,86,86,7,343.42,2.77,0
2440,2,1,241,53,14,14,359.89,26.8,1
2441,99,3,179,682,37,3,193.13,16.38,0
2442,68,2,7,691,23,11,460.73,42.85,1
2443,551,8,171,656,30,13,1624.3,211.52,1
2444,925,5,131,852,98,14,1846.97,46.27,0
2445,529,3,29,289,11,11,589.7,35.78,0
2446,81,6,48,923,25,4,468.64,16.76,0
2447,917,7,59,762,87,13,500.79,67.64,0
2448,938,5,24,820,47,8,796.84,62.27,1
2449,72,1,109,979,44,5,232.94,17.59,0
2450,910,5,136,339,4,1,128.34,10.88,1
2451,499,6,75,998,57,5,71.22,7.87,0
2452,117,6,37,986,69,2,53.83,2.02,1
2453,157,4,183,847,74,4,541.15,33.45,0
2454,407,5,5,899,98,8,697.14,4.17,0
2455,318,6,254,679,18,14,541.76,0.7,1
2456,1059,8,53,736,79,14,1454.18,30.74,0
2457,574,8,157,396,1,11,893.13,39.48,0
2458,517,8,93,83,34,8,174.15,11.23,1
2459,556,6,74,637,24,6,152.12,9.67,1
2460,964,6,151,286,43,9,454.45,34.95,1
2461,237,3,110,426,1,4,218.65,22.67,1
2462,132,4,129,386,32,8,298.61,23.11,0
2463,1082,5,151,491,78,14,319.03,11.6,1
2464,839,7,70,723,17,2,47.7,5.02,0
2465,687,5,266,31,41,1,47.83,6.94,0
2466,921,5,124,255,7,3,64.96,2.08,1
2467,1008,2,212,651,84,12,528.09,12.83,1
2468,129,2,67,641,10,7,214.43,6.75,0
2469,1000,1,203,427,10,14,612.08,29.28,1
2470,1052,7,193,238,46,14,1687.16,109.58,1
2471,1070,3,174,143,10,1,69.29,9.75,1
2472,648,5,200,604,92,1,58.23,5.29,1
2473,1091,5,230,905,5,9,416.24,20.5,0
2474,344,8,47,812,94,11,146.53,16.59,0
2475,426,7,196,536,56,3,140.06,20.59,0
2476,279,7,174,191,61,8,407.22,8.8,1
2477,13,8,230,575,29,12,215.35,26.85,1
2478,467,4,137,654,82,1,77.01,4.01,1
2479,356,4,67,880,58,6,138.75,10.4,0
2480,1087,6,241,224,8,6,239.0,33.75,1
2481,260,3,177,836,58,11,469.78,65.03,0
2482,86,3,170,351,44,3,401.57,17.49,1
2483,939,1,151,107,14,13,509.57,31.76,0
2484,585,7,236,239,68,7,886.24,51.97,1
2485,571,5,221,512,96,1,45.94,1.57,0
2486,334,5,170,361,69,14,463.8,32.37,1
2487,332,4,135,963,41,11,313.39,27.39,1
2488,845,1,166,212,8,5,101.59,1.3,0
2489,241,4,259,511,12,10,150.7,19.6,1
2490,869,1,165,913,71,4,143.86,16.72,0
2491,240,6,112,212,59,11,709.95,29.84,0
2492,922,8,85,524,99,8,582.1,40.24,1
2493,754,8,152,362,64,10,340.41,17.39,1
2494,664,4,199,138,73,1,104.08,11.09,0
2495,587,2,115,640,45,5,100.56,14.21,1
2496,752,3,32,966,59,14,596.47,80.01,0
2497,138,3,48,307,48,11,458.04,33.76,1
2498,83,3,243,646,50,1,67.29,7.72,1
2499,290,5,30,194,94,1,20.1,1.09,0
2500,583,5,5,755,90,2,89.14,2.31,0
2501,46,5,47,181,92,5,105.76,1.4,0
2502,725,8,163,597,73,14,1787.54,16.39,0
2503,182,3,122,926,20,10,1048.72,51.11,1
2504,179,2,105,820,39,9,261.0,29.01,0
2505,141,4,110,616,99,12,1363.33,140.21,1
2506,179,3,253,245,38,7,178.28,21.91,0
2507,177,4,258,86,29,1,27.73,0.16,1
2508,1077,1,36,593,49,1,103.81,10.55,1
2509,221,1,263,158,9,4,203.23,20.45,0
2510,424,2,227,983,20,9,883.57,30.95,1
2511,142,8,44,12,84,1,41.88,1.37,0
2512,596,1,165,833,4,13,1149.3,19.31,0
2513,510,5,135,607,48,13,225.21,14.52,1
2514,801,6,30,847,92,9,400.91,29.82,1
2515,941,3,116,78,49,12,343.16,38.91,0
2516,1019,2,48,668,86,1,51.03,5.7,0
2517,64,4,195,881,99,13,1522.24,46.99,1
2518,576,7,204,407,88,1,28.19,2.56,0
2519,60,8,56,761,88,12,177.21,8.46,0
2520,135,5,25,573,54,8,733.86,21.78,0
2521,832,6,252,301,37,4,113.78,15.05,0
2522,11,8,96,146,68,8,112.08,14.31,1
2523,692,5,183,324,15,6,244.84,7.77,0
2524,1064,3,121,439,64,4,93.42,7.6,0
2525,395,3,124,545,3,7,161.17,0.79,0
2526,638,7,216,921,36,8,264.78,20.54,1
2527,181,3,20,410,30,7,374.79,5.94,1
2528,819,1,63,267,46,10,586.14,45.14,0
2529,519,2,190,450,23,12,333.15,27.19,1
2530,149,7,196,122,14,7,323.86,14.91,0
2531,341,7,12,802,43,2,41.79,2.14,1
2532,816,4,195,519,97,5,152.28,5.84,0
2533,56,4,149,899,87,2,83.68,3.42,1
2534,841,7,15,10,30,14,1293.57,192.58,0
2535,282,3,255,795,20,7,592.15,84.96,1
2536,203,8,107,400,68,11,327.36,11.38,1
2537,924,1,100,265,4,6,544.84,63.82,0
2538,233,2,97,422,89,6,243.98,28.94,0
2539,516,5,97,893,96,14,353.88,51.02,1
2540,998,6,172,898,91,12,290.4,5.41,0
2541,793,7,169,301,18,5,470.35,58.93,1
2542,346,1,7,115,54,3,267.26,38.76,0
2543,583,6,95,240,41,5,92.24,9.33,1
2544,866,5,264,621,63,4,180.69,19.47,0
2545,212,3,146,652,84,8,161.02,8.16,1
2546,555,5,145,93,90,12,859.93,118.8,1
2547,503,6,180,793,20,12,555.08,65.54,0
2548,967,6,208,675,63,3,80.24,6.91,0
2549,668,7,141,653,59,3,43.46,6.2,1
2550,267,2,269,887,60,6,151.06,21.75,1
2551,248,2,214,123,10,1,79.6,3.59,1
2552,168,2,259,247,8,7,683.57,77.75,1
2553,619,8,109,983,94,3,295.0,35.99,1
2554,989,5,254,470,1,8,144.0,1.22,0
2555,195,3,45,769,84,4,86.9,9.48,0
2556,124,7,208,422,94,7,104.29,0.31,1
2557,441,6,236,65,53,14,1480.6,68.28,0
2558,387,8,5,852,97,1,90.53,10.17,0
2559,1066,1,263,770,94,13,233.58,14.61,1
2560,72,4,140,517,35,1,14.99,1.34,1
2561,839,3,210,356,8,5,254.08,32.49,1
2562,273,7,242,405,47,7,583.8,59.28,0
2563,556,8,245,592,45,2,78.3,0.04,0
2564,306,1,96,448,23,6,165.88,9.88,0
2565,797,5,177,176,48,3,85.35,12.19,0
2566,68,8,133,795,98,10,174.63,1.03,1
2567,703,3,77,279,60,2,48.65,2.92,1
2568,410,8,13,64,93,3,168.67,20.2,0
2569,428,4,70,505,56,13,626.13,21.65,1
2570,820,3,267,237,60,9,158.96,3.33,0
2571,426,2,19,239,30,3,131.17,14.12,0
2572,292,4,129,959,5,12,992.28,30.43,1
2573,403,2,264,216,69,4,157.76,6.65,1
2574,26,5,238,225,57,6,158.74,2.41,1
2575,790,1,198,303,48,7,323.99,41.02,1
2576,296,2,189,502,86,12,1223.42,127.86,0
2577,593,1,166,212,92,11,474.62,10.36,1
2578,1085,6,105,270,93,10,388.59,56.05,0
2579,960,4,109,83,89,10,245.68,13.72,0
2580,862,6,186,799,11,10,150.59,15.38,0
2581,890,7,19,413,83,1,23.96,1.65,1
2582,610,7,127,146,72,8,234.49,20.53,0
2583,636,3,241,391,22,9,210.15,4.81,1
2584,905,5,106,587,87,13,1497.88,221.49,0
2585,592,1,103,570,73,6,840.08,43.84,1
2586,754,4,39,482,8,7,272.31,20.98,0
2587,187,1,75,754,60,3,82.15,11.58,1
2588,344,6,200,673,60,11,241.38,7.42,0
2589,1035,8,138,578,28,4,146.25,13.13,0
2590,197,2,18,618,2,7,280.71,12.73,1
2591,906,4,79,424,40,12,485.5,22.15,1
2592,744,5,47,496,56,8,321.8,38.37,0
2593,600,6,56,15,37,2,58.37,3.06,1
2594,615,5,253,812,28,5,193.48,19.99,0
2595,667,3,257,967,74,1,54.88,0.25,1
2596,180,4,227,556,39,6,245.14,27.22,1
2597,1030,4,228,281,32,9,841.64,102.93,1
2598,654,4,258,42,51,14,1076.67,25.48,1
2599,799,5,202,822,78,4,81.8,11.69,0
2600,476,6,129,542,52,5,332.94,29.71,0
2601,729,7,17,843,31,14,294.3,22.27,0
2602,677,5,215,637,38,9,588.96,33.73,0
2603,977,7,133,452,36,13,1284.57,88.55,0
2604,238,6,23,773,31,2,78.71,8.58,1
2605,1030,2,23,44,39,9,903.52,16.62,0
2606,852,7,1,103,29,6,76.72,5.93,1
2607,987,4,266,12,14,3,77.58,11.54,0
2608,725,8,49,987,70,14,321.2,4.46,1
2609,186,5,60,195,52,12,629.5,59.06,1
2610,195,4,211,546,57,6,229.05,2.8,1
2611,24,5,76,612,27,8,128.5,13.63,1
2612,866,2,79,986,76,12,453.91,14.98,0
2613,335,3,22,577,99,5,128.82,15.62,0
2614,150,8,254,372,67,8,229.82,19.16,1
2615,15,7,205,109,9,8,288.63,29.89,0
2616,471,1,199,607,48,3,163.25,23.1,1
2617,226,2,221,50,83,11,828.95,7.89,0
2618,472,4,101,61,24,12,818.6,39.85,1
2619,453,2,146,836,85,7,117.1,5.99,1
2620,221,7,25,991,37,10,270.39,14.57,1
2621,101,4,217,7,67,2,25.69,0.47,1
2622,519,5,209,860,6,9,797.38,104.83,0
2623,484,5,218,578,42,5,81.53,3.22,1
2624,681,1,212,848,17,1,46.63,4.84,1
2625,452,6,21,499,34,7,612.91,13.02,1
2626,33,5,184,466,84,3,143.92,9.56,1
2627,1093,5,233,416,97,14,306.67,17.97,0
2628,586,8,72,538,81,1,50.3,3.02,1
2629,1063,6,8,138,88,12,1368.19,79.51,1
2630,793,3,205,446,2,2,44.14,5.08,1
2631,846,8,24,128,51,13,382.36,21.2,0
2632,605,1,81,65,47,8,451.44,55.65,1
2633,303,6,76,281,23,2,32.6,4.7,1
2634,70,1,267,329,96,14,383.99,48.2,1
2635,742,1,174,792,20,8,139.5,0.17,1
2636,386,2,264,279,48,4,110.7,15.25,0
2637,591,3,125,154,17,14,1763.11,191.9,0
2638,555,5,116,743,14,2,184.52,21.94,1
2639,995,4,136,712,26,14,511.8,52.27,1
2640,623,1,77,99,15,13,661.44,42.37,0
2641,1059,2,258,112,84,4,59.81,0.14,0
2642,837,6,238,532,99,14,258.8,23.93,1
2643,970,8,145,795,45,6,226.72,29.48,1
2644,1092,3,101,767,97,5,200.18,29.79,0
2645,263,6,104,335,15,5,494.61,5.02,1
2646,512,5,173,375,30,1,37.3,3.1,0
2647,904,7,243,446,49,1,23.9,3.28,0
2648,613,6,257,458,11,9,427.66,46.38,0
2649,148,4,200,569,47,8,592.23,53.67,0
2650,196,1,247,862,38,3,345.04,36.84,0
2651,250,1,199,84,36,4,288.55,39.9,1
2652,783,5,181,725,60,13,596.39,27.9,0
2653,981,2,63,700,47,10,167.74,5.71,0
2654,886,8,15,95,4,8,831.22,93.51,0
2655,1017,6,183,834,71,5,276.18,29.7,0
2656,268,2,188,587,76,9,389.36,8.96,1
2657,450,3,252,925,37,7,208.43,18.24,0
2658,382,4,165,271,72,2,25.92,0.16,1
2659,241,5,269,224,51,8,317.77,26.48,1
2660,524,1,236,19,29,12,480.23,29.01,1
2661,921,7,72,166,71,1,72.13,9.22,0
2662,248,4,258,426,69,11,446.82,11.06,1
2663,442,4,102,871,2,7,126.64,17.22,1
2664,76,7,206,676,51,3,159.74,0.78,1
2665,517,5,106,349,67,2,104.72,12.75,1
2666,887,6,51,158,34,9,239.2,6.51,0
2667,181,8,10,315,72,4,197.41,21.03,0
2668,195,2,211,745,44,11,454.25,39.48,1
2669,506,8,102,944,14,5,520.06,16.27,1
2670,1017,3,251,410,60,7,261.68,16.79,1
2671,740,7,37,214,100,6,215.71,9.99,1
2672,451,1,153,184,56,2,248.14,29.28,0
2673,1004,7,59,373,4,10,156.42,0.78,0
2674,631,1,158,290,24,10,210.63,23.68,1
2675,153,5,7,90,1,10,776.26,100.6,1
2676,513,8,10,320,81,13,659.71,97.05,0
2677,55,7,233,628,74,4,364.37,20.82,0
2678,808,2,24,821,24,3,125.07,14.29,1
2679,356,1,187,522,50,5,111.19,9.47,1
2680,961,2,187,371,88,6,157.23,10.47,0
2681,237,6,158,695,80,8,160.57,2.31,1
2682,848,1,218,521,44,11,247.14,15.06,1
2683,972,4,178,513,49,13,328.09,48.54,1
2684,842,5,140,905,64,12,839.75,6.43,1
2685,1010,7,180,609,51,8,114.99,13.94,1
2686,794,7,133,839,75,8,1019.84,96.84,1
2687,489,5,227,929,33,6,306.93,39.76,0
2688,495,8,254,174,77,1,27.75,2.69,1
2689,530,6,14,243,57,4,147.93,17.86,1
2690,988,1,192,236,69,14,1976.92,64.03,1
2691,248,4,209,616,49,4,174.92,7.95,0
2692,429,1,141,90,46,8,426.51,0.08,1
2693,528,1,161,106,6,13,233.18,28.06,0
2694,1092,8,222,211,26,9,281.04,37.55,1
2695,808,7,20,254,28,11,373.76,47.7,0
2696,972,5,58,344,77,14,311.78,6.86,0
2697,44,3,251,447,6,1,69.05,5.0,0
2698,1061,5,237,488,73,7,386.24,36.72,0
2699,875,2,135,258,28,14,238.1,31.77,1
2700,1082,4,175,24,45,12,1272.88,127.67,0
2701,60,7,241,343,56,3,66.25,7.52,0
2702,246,3,94,245,93,11,250.46,14.99,0
2703,1008,8,130,373,77,2,68.08,6.58,1
2704,509,8,211,958,65,12,1138.96,76.18,1
2705,92,7,187,122,4,10,371.9,45.67,1
2706,1081,4,155,452,68,1,53.38,5.85,0
2707,720,8,110,444,43,5,125.88,12.46,0
2708,379,1,6,194,16,10,766.55,99.67,0
2709,170,7,253,763,67,4,153.4,7.49,1
2710,647,4,13,205,24,1,91.83,13.38,0
2711,701,3,217,635,80,6,292.29,34.25,0
2712,78,3,206,391,26,4,272.01,8.93,0
2713,723,5,2,251,4,14,415.01,27.4,0
2714,124,3,238,214,21,13,1307.99,5.05,0
2715,669,1,12,300,17,2,122.8,3.69,0
2716,1060,3,29,309,68,14,1068.26,140.13,0
2717,590,8,112,938,67,6,82.7,4.45,1
2718,308,5,169,654,88,10,224.91,11.05,0
2719,298,4,264,892,18,9,465.87,30.51,1
2720,202,6,95,892,47,6,275.34,15.08,1
2721,163,6,174,606,6,13,656.75,24.01,0
2722,673,5,135,760,65,12,684.57,46.57,0
2723,603,5,59,907,92,14,910.09,115.4,0
2724,595,1,122,940,43,5,183.05,0.73,1
2725,431,6,171,521,66,13,1100.87,12.85,0
2726,676,5,229,787,58,3,117.44,11.06,1
2727,758,5,61,130,28,10,1034.6,79.82,0
2728,509,8,241,631,5,10,1349.87,3.45,0
2729,583,5,214,473,34,6,561.57,77.67,0
2730,699,7,251,121,20,3,92.29,4.57,0
2731,883,8,135,640,94,3,199.91,23.73,1
2732,314,8,76,696,62,13,672.32,40.07,0
2733,232,4,142,106,64,14,596.69,81.13,0
2734,689,4,149,362,46,5,266.43,24.88,1
2735,252,7,110,209,48,13,1023.67,121.97,1
2736,730,1,155,823,96,9,258.8,22.54,0
2737,163,8,46,380,43,1,45.87,4.68,1
2738,936,4,115,401,72,11,179.4,10.33,0
2739,74,6,13,91,5,11,176.88,9.78,0
2740,420,3,23,166,52,2,47.39,2.03,0
2741,445,7,125,512,76,11,481.11,3.07,0
2742,1063,3,33,574,69,9,379.62,35.02,1
2743,845,8,222,414,32,9,680.19,76.29,1
2744,613,2,96,302,24,1,40.7,4.54,1
2745,846,5,141,869,4,8,255.15,9.86,0
2746,833,4,227,609,84,10,282.04,13.85,0
2747,559,3,160,398,68,14,559.53,37.42,0
2748,445,6,128,95,42,7,709.49,35.15,1
2749,572,1,79,642,49,11,330.2,39.24,0
2750,796,7,215,684,67,13,537.84,5.15,0
2751,299,4,70,273,50,10,166.89,14.02,0
2752,472,8,139,55,50,4,59.23,6.0,0
2753,617,6,254,514,32,7,279.1,2.15,1
2754,667,8,205,668,86,10,858.62,117.98,1
2755,5,1,181,346,9,7,358.63,45.71,0
2756,870,5,131,964,78,12,594.95,23.56,1
2757,842,2,131,986,56,8,97.75,5.21,1
2758,310,2,262,442,57,1,49.47,1.86,0
2759,170,2,178,687,85,1,53.99,0.18,1
2760,459,6,164,51,70,11,323.6,4.25,1
2761,1026,8,217,421,91,14,183.61,27.41,0
2762,98,5,66,213,27,10,538.37,44.25,0
2763,159,8,23,40,47,12,268.84,6.09,0
2764,606,7,186,633,77,8,835.25,2.62,0
2765,880,2,58,822,38,12,209.3,6.77,0
2766,992,8,188,127,29,14,505.57,3.04,0
2767,287,2,206,563,76,13,895.71,61.24,1
2768,916,4,80,45,37,2,45.65,1.68,0
2769,368,7,218,422,45,4,156.79,9.36,0
2770,848,6,174,523,3,4,57.64,3.62,0
2771,307,7,234,963,18,6,503.66,67.56,0
2772,295,8,161,116,1,8,439.58,0.51,1
2773,6,6,237,980,10,8,326.67,37.86,0
2774,785,8,104,830,24,9,602.3,87.8,1
2775,474,1,190,280,68,13,463.76,19.61,1
2776,115,8,152,193,19,6,267.09,34.48,0
2777,543,7,172,644,88,5,108.83,5.4,0
2778,141,2,166,728,40,12,244.14,19.94,0
2779,390,5,201,794,47,1,62.56,6.79,0
2780,647,8,189,717,39,13,232.76,6.76,0
2781,578,2,208,790,34,14,1138.04,39.82,1
2782,948,1,139,452,8,11,755.65,12.62,0
2783,348,4,109,943,81,12,1655.32,203.54,1
2784,767,7,56,465,49,11,562.43,51.05,1
2785,485,4,16,782,90,10,376.99,3.91,0
2786,172,7,97,254,92,6,833.03,81.28,1
2787,58,5,154,45,50,5,132.18,6.95,1
2788,415,6,240,22,85,12,672.21,50.16,1
2789,369,1,241,551,83,10,542.63,26.07,0
2790,328,7,14,779,17,2,51.62,7.57,1
2791,41,2,14,621,29,9,219.25,14.34,0
2792,8,2,240,51,7,5,455.09,59.55,0
2793,1081,1,177,952,86,7,373.35,37.35,1
2794,102,2,143,688,76,14,489.17,34.06,1
2795,875,7,157,445,4,2,30.76,4.45,1
2796,742,7,58,608,22,6,284.33,6.37,1
2797,942,5,90,361,6,6,144.08,1.05,1
2798,1076,7,243,194,47,8,395.57,32.12,0
2799,1044,8,145,512,58,12,539.27,49.12,1
2800,482,6,198,619,75,9,996.58,88.24,0
2801,165,4,32,714,49,3,83.19,11.13,1
2802,230,2,216,986,75,7,196.69,16.97,0
2803,157,4,245,571,28,11,537.92,3.2,1
2804,978,6,119,242,43,13,569.51,72.02,0
2805,567,8,130,492,65,3,123.2,2.29,0
2806,404,5,189,126,58,10,285.45,9.88,0
2807,903,8,262,442,43,10,133.26,18.1,0
2808,900,6,29,324,42,11,400.73,58.03,1
2809,418,2,65,686,39,2,98.35,3.12,1
2810,157,2,170,507,46,4,100.12,0.48,0
2811,1056,1,97,390,76,1,20.95,2.21,1
2812,382,5,101,205,74,6,359.02,5.41,1
2813,646,6,9,410,74,13,262.17,29.85,0
2814,139,1,154,150,63,13,985.68,115.25,1
2815,308,2,1,110,68,4,450.97,54.1,1
2816,503,6,230,995,42,3,82.88,2.61,1
2817,1023,1,97,307,59,2,46.5,2.58,0
2818,331,7,96,310,43,5,255.74,34.85,1
2819,253,4,175,727,33,1,23.3,2.77,0
2820,9,8,43,769,57,4,164.46,6.07,1
2821,128,6,133,484,88,7,166.81,1.24,0
2822,1077,2,27,453,74,13,290.31,43.34,1
2823,153,5,44,758,23,4,168.29,0.01,0
2824,693,7,35,393,66,11,231.74,1.45,1
2825,1083,6,139,125,25,11,435.82,14.27,0
2826,26,3,266,349,77,6,229.39,27.53,0
2827,655,2,225,663,79,12,1191.9,17.68,1
2828,675,3,156,607,23,3,153.95,3.93,0
2829,554,2,149,113,37,5,345.61,0.35,0
2830,813,4,62,292,22,6,258.56,15.99,0
2831,63,2,231,310,6,14,302.72,6.91,1
2832,1052,7,207,373,80,10,1072.69,47.84,0
2833,256,4,198,469,86,3,88.18,4.32,0
2834,254,6,98,815,20,5,188.57,20.35,0
2835,645,3,112,105,46,4,82.47,4.98,0
2836,26,3,76,903,93,3,76.29,10.03,1
2837,168,4,81,11,18,7,138.69,6.51,1
2838,81,8,243,395,4,9,130.89,6.1,0
2839,1011,7,203,932,61,11,516.32,23.42,1
2840,693,3,150,864,89,2,32.64,0.25,0
2841,759,2,10,705,87,1,46.12,5.63,1
2842,282,6,142,188,56,13,320.05,16.63,0
2843,1090,4,92,498,56,13,693.27,78.25,0
2844,212,3,262,591,25,3,319.61,43.52,0
2845,1057,1,245,906,95,9,238.58,32.87,1
2846,936,4,41,534,79,4,150.55,13.6,0
2847,384,2,98,327,32,12,291.17,13.65,1
2848,7,8,246,384,1,1,50.67,5.5,1
2849,819,4,178,468,49,10,1252.52,94.8,1
2850,24,6,184,75,79,4,61.12,7.16,1
2851,351,3,190,597,43,6,656.04,33.13,0
2852,138,6,151,99,75,1,43.88,2.72,1
2853,204,1,211,510,40,12,1122.75,57.7,0
2854,21,6,16,258,9,7,154.35,11.37,1
2855,860,8,258,806,60,4,54.26,7.07,0
2856,230,3,265,83,57,3,106.39,1.01,0
2857,656,3,62,73,21,11,967.48,64.03,1
2858,446,2,45,314,78,13,297.09,37.49,0
2859,1032,7,83,998,31,1,17.98,0.15,1
2860,54,1,121,834,69,5,641.6,9.19,0
2861,763,2,20,940,6,7,257.36,4.98,0
2862,179,8,24,138,67,12,648.81,25.48,1
2863,1092,8,99,189,98,11,504.93,4.86,1
2864,43,5,97,660,40,11,234.12,23.33,1
2865,266,2,23,422,47,4,147.63,1.47,0
2866,135,1,150,114,26,14,603.56,11.04,1
2867,622,3,25,739,61,12,1060.65,120.89,0
2868,732,7,238,134,85,4,166.19,2.12,1
2869,1018,8,252,434,61,9,806.61,89.0,1
2870,157,3,110,622,69,9,223.23,2.81,0
2871,86,5,260,488,29,11,615.97,3.59,1
2872,1027,7,262,828,11,5,371.05,35.91,1
2873,63,8,207,798,40,2,50.77,5.54,0
2874,713,8,164,523,43,11,491.98,45.74,0
2875,288,1,186,923,36,11,631.3,78.34,0
2876,648,5,16,966,53,3,117.51,4.02,1
2877,112,8,39,787,46,1,29.96,0.89,1
2878,736,6,173,774,29,11,191.09,19.31,1
2879,1058,7,234,480,90,8,529.7,76.89,0
2880,80,8,72,696,86,13,228.15,0.31,1
2881,140,2,89,303,52,5,399.12,6.33,1
2882,32,5,49,966,3,8,974.37,139.22,1
2883,857,5,140,153,56,8,233.16,4.41,1
2884,849,8,43,118,3,1,97.05,14.26,1
2885,669,8,25,710,37,4,71.75,7.1,0
2886,771,7,248,674,33,4,153.69,13.85,0
2887,467,2,238,453,80,13,427.87,38.17,0
2888,581,8,12,290,68,14,1297.1,23.58,0
2889,591,4,70,254,11,9,218.34,26.66,1
2890,256,3,238,377,77,2,70.28,0.85,1
2891,943,5,102,747,20,4,90.85,4.83,1
2892,678,4,195,142,41,1,41.62,0.57,0
2893,529,2,35,117,76,2,33.86,4.25,0
2894,210,4,206,666,75,7,84.49,2.58,0
2895,634,5,84,663,55,3,149.43,17.58,1
2896,410,5,70,324,100,13,492.03,31.32,0
2897,638,5,73,424,90,11,203.51,2.6,1
2898,649,3,206,543,17,4,351.16,37.92,1
2899,637,1,94,819,25,2,145.26,2.91,1
2900,1047,1,106,972,86,4,542.49,59.96,1
2901,58,8,162,47,64,9,292.36,31.4,0
2902,604,3,184,186,36,6,108.44,11.45,1
2903,561,7,136,814,76,8,252.35,9.28,1
2904,891,1,198,582,69,13,373.62,48.97,0
2905,937,6,187,822,27,9,306.73,22.86,0
2906,778,1,52,144,16,14,1539.05,5.11,1
2907,519,6,102,618,56,3,154.42,1.01,1
2908,456,3,130,480,4,14,1340.26,88.53,0
2909,214,8,152,207,16,6,128.08,13.17,0
2910,474,5,127,691,82,6,74.11,6.64,1
2911,733,3,125,438,12,8,490.91,57.9,1
2912,689,5,182,729,80,7,915.91,48.64,1
2913,224,8,148,698,94,8,218.01,28.23,0
2914,272,3,144,924,4,2,101.16,2.45,0
2915,210,8,210,941,35,3,148.55,15.83,1
2916,689,6,51,83,21,12,631.37,52.32,0
2917,279,3,83,39,62,1,23.5,2.73,1
2918,1078,3,227,799,54,6,624.88,45.96,1
2919,543,4,118,840,82,10,132.61,19.79,1
2920,903,4,215,789,96,13,443.7,38.5,0
2921,777,1,251,452,97,1,48.29,1.2,1
2922,1069,7,196,995,44,11,396.24,12.87,1
2923,229,1,183,186,1,6,267.45,22.48,0
2924,741,1,244,638,27,8,568.83,71.78,1
2925,976,4,141,964,11,2,47.72,5.31,1
2926,765,1,270,153,53,11,295.94,24.15,0
2927,354,1,245,88,21,1,79.11,11.2,0
2928,663,7,20,135,31,3,242.49,7.63,1
2929,913,1,102,172,26,2,68.89,0.14,0
2930,138,8,173,13,22,10,182.64,26.16,1
2931,1052,7,253,666,45,1,20.47,1.58,1
2932,11,6,50,311,43,11,1006.32,6.5,1
2933,597,7,66,457,23,7,101.32,7.62,1
2934,276,1,158,813,29,2,146.43,14.31,1
2935,531,7,75,109,63,11,779.97,102.57,1
2936,587,2,218,803,92,10,286.98,32.38,1
2937,860,6,162,458,35,1,34.18,3.18,0
2938,895,8,78,440,38,11,556.59,79.28,1
2939,650,4,233,485,7,10,392.0,4.26,0
2940,225,7,137,365,87,4,552.73,55.55,0
2941,554,8,2,300,6,8,488.94,35.39,0
2942,916,6,202,806,75,2,78.45,2.1,1
2943,452,3,241,976,27,14,249.54,36.08,1
2944,991,3,38,159,32,6,143.36,0.1,1
2945,715,2,189,240,19,9,515.25,54.54,0
2946,2,6,252,831,69,7,508.97,16.25,0
2947,551,2,126,842,82,4,69.64,4.24,0
2948,547,8,226,836,4,9,334.54,36.95,0
2949,773,2,143,807,31,1,19.99,0.74,1
2950,163,8,159,914,37,13,296.11,8.75,1
2951,782,4,258,933,90,12,1012.58,69.63,0
2952,617,1,167,262,48,8,389.93,48.74,1
2953,1023,5,35,281,22,9,154.75,11.35,1
2954,1031,8,89,429,27,2,72.02,7.66,0
2955,449,3,63,322,73,3,205.09,24.16,0
2956,284,1,149,736,35,14,594.42,84.53,1
2957,990,2,187,850,86,8,842.01,33.59,1
2958,856,4,44,914,13,1,32.15,1.94,1
2959,922,7,191,837,61,11,950.67,102.61,1
2960,96,6,65,9,65,8,332.94,33.52,1
2961,657,3,37,503,47,7,258.82,2.41,1
